category,article_name,citation_link,is_archive_link
Culture,Culture,http://americananthro.org/AdvanceYourCareer/Content.aspx?ItemNumber=2150,False
Culture,Culture,https://web.archive.org/web/20161026173505/http://americananthro.org/AdvanceYourCareer/Content.aspx?ItemNumber=2150,True
Culture,Culture,https://search.worldcat.org/oclc/731048150,False
Culture,Culture,https://search.worldcat.org/oclc/921994909,False
Culture,Culture,https://search.worldcat.org/oclc/951272809,False
Culture,Culture,https://doi.org/10.2307%2F271027,False
Culture,Culture,https://search.worldcat.org/issn/0081-1750,False
Culture,Culture,https://jstor.org/stable/271027,False
Culture,Culture,https://archive.org/details/karlmarxhislifee00berl/page/130,False
Culture,Culture,https://search.worldcat.org/oclc/611127754,False
Culture,Culture,https://search.worldcat.org/oclc/906396817,False
Culture,Culture,https://search.worldcat.org/oclc/780459348,False
Culture,Culture,https://search.worldcat.org/oclc/937991291,False
Culture,Culture,https://search.worldcat.org/oclc/883364628,False
Culture,Culture,https://search.worldcat.org/oclc/872436352,False
Culture,Culture,http://thepress.purdue.edu/series/comparative-cultural-studies,False
Culture,Culture,https://archive.today/20120805230001/http://thepress.purdue.edu/series/comparative-cultural-studies,False
Culture,Culture,https://archive.org/details/qualitativecommu00lind/page/60,False
Culture,Culture,https://search.worldcat.org/oclc/780825710,False
Culture,Culture,https://thecanadianencyclopedia.ca/en/article/marxism,False
Culture,Culture,https://web.archive.org/web/20191007044011/https://thecanadianencyclopedia.ca/en/article/marxism,True
Culture,Culture,https://books.google.com/books?id=gX-kksNNdFIC,False
Culture,Culture,https://search.worldcat.org/oclc/949857570,False
Culture,Culture,https://oxfordbibliographies.com/view/document/obo-9780190221911/obo-9780190221911-0063.xml,False
Culture,Culture,https://web.archive.org/web/20190712072845/https://oxfordbibliographies.com/view/document/obo-9780190221911/obo-9780190221911-0063.xml,True
Culture,Culture,https://doi.org/10.1016%2Fj.socec.2013.02.011,False
Culture,Culture,https://books.google.com/books?id=Zp0VRObB_C4C&dq=%22super+culture%22+definition&pg=PA105,False
Culture,Culture,https://books.google.com/books?id=46OYHkjZR4AC&dq=%22super+culture%22+rave&pg=PA437,False
Culture,Culture,https://web.archive.org/web/20121020155343/http://comikazeexpo.com/wp-content/uploads/2012/09/Comikaze-Panel-Schedule-Saturday-9-1.15.121.pdf,True
Culture,Culture,http://comikazeexpo.com/wp-content/uploads/2012/09/Comikaze-Panel-Schedule-Saturday-9-1.15.121.pdf,False
Culture,Culture,https://doi.org/10.1002%2Fwcs.7,False
Culture,Culture,https://search.worldcat.org/oclc/911004797,False
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/26271239,False
Culture,Culture,https://search.worldcat.org/oclc/667213323,False
Culture,Culture,https://doi.org/10.1037%2F0033-2909.131.5.763,False
Culture,Culture,https://search.worldcat.org/issn/0033-2909,False
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/16187859,False
Culture,Culture,https://doi.org/10.1037%2F0012-1649.35.2.466,False
Culture,Culture,https://search.worldcat.org/issn/1939-0599,False
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/10082017,False
Culture,Culture,https://doi.org/10.1177%2F0022022196272003,False
Culture,Culture,https://api.semanticscholar.org/CorpusID:145134209,False
Culture,Culture,https://doi.org/10.1002%2F9780470996652.ch3,False
Culture,Culture,https://doi.org/10.1177%2F0022022101032004004,False
Culture,Culture,https://search.worldcat.org/issn/0022-0221,False
Culture,Culture,https://api.semanticscholar.org/CorpusID:40475406,False
Culture,Culture,https://drrobertepstein.com/pdf/Epstein-THE_MYTH_OF_THE_TEEN_BRAIN-Scientific_American_Mind-4-07.pdf,False
Culture,Culture,https://ui.adsabs.harvard.edu/abs/2007SciAm..17...68E,False
Culture,Culture,https://doi.org/10.1038%2Fscientificamerican0607-68sp,False
Culture,Culture,https://jstor.org/stable/24939607,False
Culture,Culture,https://theconversation.com/why-its-time-to-lay-the-stereotype-of-the-teen-brain-to-rest-85888,False
Culture,Culture,https://psychologytoday.com/articles/199501/the-invention-adolescence,False
Culture,Culture,https://eric.ed.gov/?id=EJ482132,False
Culture,Culture,https://doi.org/10.1177%2F0272431694014001002,False
Culture,Culture,https://api.semanticscholar.org/CorpusID:145165641,False
Culture,Culture,https://books.google.com/books?id=OENf1J45SS0C,False
Culture,Culture,https://doi.org/10.2307%2F349302,False
Culture,Culture,https://jstor.org/stable/349302,False
Culture,Culture,http://help.fortroubledteens.com/the-danger-of-treating-teens-like-children.html,False
Culture,Culture,https://scientificamerican.com/article/are-teens-who-behave-reck/,False
Culture,Culture,https://huffingtonpost.com/david-moshman/adolescents-and-their-tee_b_858360.html,False
Culture,Culture,http://portal.unesco.org/en/ev.php-URL_ID=15207&URL_DO=DO_TOPIC&URL_SECTION=201.html,False
Culture,Culture,https://web.archive.org/web/20210825150547/http://portal.unesco.org/en/ev.php-URL_ID=15207&URL_DO=DO_TOPIC&URL_SECTION=201.html,True
Culture,Culture,https://krone.at/1911689,False
Culture,Culture,https://web.archive.org/web/20200526200932/https://krone.at/1911689,True
Culture,Culture,https://doi.org/10.1177%2F146879702761936653,False
Culture,Culture,https://api.semanticscholar.org/CorpusID:55744323,False
Culture,Culture,https://doi.org/10.1177%2F1467358415610373,False
Culture,Culture,https://api.semanticscholar.org/CorpusID:157784805,False
Culture,Culture,https://wikidata.org/wiki/Q11042#identifiers,False
Culture,Culture,http://international-journal-of-axiology.net/,False
Culture,Culture,https://livescience.com/21478-what-is-culture-definition-of-culture.html,False
Culture,Culture,https://d-nb.info/gnd/4125698-0,False
Culture,Culture,https://id.loc.gov/authorities/sh85034755,False
Culture,Culture,https://catalogue.bnf.fr/ark:/12148/cb11931827z,False
Culture,Culture,https://data.bnf.fr/ark:/12148/cb11931827z,False
Culture,Culture,https://id.ndl.go.jp/auth/ndlna/00560998,False
Culture,Culture,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122009&CON_LNG=ENG,False
Culture,Culture,https://datos.bne.es/resource/XX525150,False
Culture,Culture,https://kopkatalogs.lv/F?func=direct&local_base=lnc10&doc_number=000050516&P_CON_LNG=ENG,False
Culture,Culture,https://nli.org.il/en/authorities/987007535967705171,False
Culture,Culture,https://catalog.archives.gov/id/10640511,False
Culture,Culture,https://lux.collections.yale.edu/view/concept/f2aa1e23-0645-435d-bc7b-1d52a3b98554,False
Culture,Outline of culture,http://agenda21culture.net/sites/default/files/files/documents/en/zz_culture4pillarsd_eng.pdf,False
Culture,Outline of culture,https://web.archive.org/web/20171228112948/http://agenda21culture.net/sites/default/files/files/documents/en/zz_culture4pillarsd_eng.pdf,True
Culture,Outline of culture,http://merriam-webster.com/dictionary/gastronomy,False
Culture,Outline of culture,https://web.archive.org/web/20120127172514/http://merriam-webster.com/dictionary/gastronomy,True
Culture,Outline of culture,http://britannica.com/eb/article-9106005/wine,False
Culture,Outline of culture,https://web.archive.org/web/20080617101909/http://britannica.com/eb/article-9106005/wine,True
Culture,Outline of culture,http://britannica.com/eb/article-9110116/dance,False
Culture,Outline of culture,https://web.archive.org/web/20080727013318/http://britannica.com/eb/article-9110116/dance,True
Culture,Outline of culture,http://writing-world.com/sf/sf.shtml,False
Culture,Outline of culture,https://web.archive.org/web/20080526013038/http://writing-world.com/sf/sf.shtml,True
Culture,Outline of culture,https://web.archive.org/web/20100922120940/http://pub.unwto.org/WebRoot/Store/Shops/Infoshop/Products/1034/1034-1.pdf,True
Culture,Outline of culture,http://pub.unwto.org/WebRoot/Store/Shops/Infoshop/Products/1034/1034-1.pdf,False
Culture,Outline of culture,https://web.archive.org/web/20121120180003/http://univeur.org/CMS/UserFiles/65.%20Manila.PDF,True
Culture,Outline of culture,http://univeur.org/CMS/UserFiles/65.%20Manila.PDF,False
Culture,Outline of culture,https://britannica.com/topic/primitive-culture/Introduction,False
Culture,Outline of culture,https://jstor.org/stable/41035465,False
Culture,Outline of culture,https://search.worldcat.org/issn/0067-5830,False
Culture,Outline of culture,https://encyclopedia.com/social-sciences-and-law/sociology-and-social-reform/sociology-general-terms-and-concepts/youth-culture,False
Culture,Algorithmic culture,https://diggitmagazine.com/wiki/algorithmic-culture,False
Culture,Algorithmic culture,https://humanizeai.now,False
Culture,Algorithmic culture,https://jilltxt.net/category/ai-and-algorithmic-culture/,False
Culture,Algorithmic culture,https://jilltxt.net/generating-research-papers-reveals-our-cliches/,False
Culture,Algorithmic culture,https://google.com/search?as_eq=wikipedia&q=%22Algorithmic+culture%22,False
Culture,Algorithmic culture,https://google.com/search?tbm=nws&q=%22Algorithmic+culture%22+-wikipedia&tbs=ar:1,False
Culture,Algorithmic culture,https://google.com/search?&q=%22Algorithmic+culture%22&tbs=bkt:s&tbm=bks,False
Culture,Algorithmic culture,https://google.com/search?tbs=bks:1&q=%22Algorithmic+culture%22+-wikipedia,False
Culture,Algorithmic culture,https://scholar.google.com/scholar?q=%22Algorithmic+culture%22,False
Culture,Algorithmic culture,https://jstor.org/action/doBasicSearch?Query=%22Algorithmic+culture%22&acc=on&wc=on,False
Culture,Algorithmic culture,https://worldcat.org/title/1100454974,False
Culture,Algorithmic culture,https://worldcat.org/title/1316708299,False
Culture,Algorithmic culture,https://worldcat.org/title/1273726951,False
Culture,Algorithmic culture,https://archive.org/details/cultureinbitsmon0000hall,False
Culture,Algorithmic culture,http://wired.com/magazine/2010/02/ff_google_algorithm/,False
Culture,Artificiality,http://cc.gatech.edu/~turk/reaction_diffusion/reaction_diffusion.html,False
Culture,Artificiality,https://cs.cmu.edu/~aw/pdf/texture.pdf,False
Culture,Artificiality,https://doi.org/10.1145%2F122718.122750,False
Culture,Artificiality,https://api.semanticscholar.org/CorpusID:207162368,False
Culture,Aversion to happiness,https://link.springer.com/article/10.1007/s12144-024-06874-w,False
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs12144-024-06874-w,False
Culture,Aversion to happiness,https://search.worldcat.org/issn/1936-4733,False
Culture,Aversion to happiness,https://doi.org/10.1177%2F0022022113505357,False
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:73617183,False
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs10902-013-9489-9,False
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:144425713,False
Culture,Aversion to happiness,https://psypost.org/2022/12/people-with-unhappy-childhoods-are-more-likely-to-exhibit-a-fear-of-happiness-multi-national-study-finds-64533,False
Culture,Aversion to happiness,https://web.archive.org/web/20160313203657/http://digest.bps.org.uk/2014/07/its-time-for-western-psychology-to.html,True
Culture,Aversion to happiness,http://digest.bps.org.uk/2014/07/its-time-for-western-psychology-to.html,False
Culture,Aversion to happiness,http://livescience.com/44233-fear-of-happiness.html,False
Culture,Aversion to happiness,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.722.7369,False
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs10902-014-9553-0,False
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:58909959,False
Culture,Aversion to happiness,https://doi.org/10.1016%2Fj.paid.2017.11.016,False
Culture,Aversion to happiness,https://doi.org/10.1007/s11031-022-09954-1,False
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs11031-022-09954-1,False
Culture,Aversion to happiness,https://search.worldcat.org/issn/1573-6644,False
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:249166650,False
Culture,Aversion to happiness,https://tandfonline.com/doi/full/10.1080/00050067.2024.2415068,False
Culture,Aversion to happiness,https://doi.org/10.1080%2F00050067.2024.2415068,False
Culture,Aversion to happiness,https://search.worldcat.org/issn/0005-0067,False
Culture,Aversion to happiness,https://econtent.hogrefe.com/doi/10.1027/1015-5759/a000834,False
Culture,Aversion to happiness,https://doi.org/10.1027%2F1015-5759%2Fa000834,False
Culture,Aversion to happiness,https://search.worldcat.org/issn/1015-5759,False
Culture,Aversion to happiness,https://springer.com/about+springer/media/springer+select?SGWID=0-11001-6-1457741-0,False
Culture,Aversion to happiness,http://psychologytoday.com/blog/fulfillment-any-age/201304/13-psychology-s-newest-and-coolest-ideas,False
Culture,Aversion to happiness,https://doi.org/10.1177%2F0146167206292749,False
Culture,Aversion to happiness,https://pubmed.ncbi.nlm.nih.gov/17178927,False
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:3163885,False
Culture,Aversion to happiness,https://ncbi.nlm.nih.gov/pmc/articles/PMC5659332,False
Culture,Aversion to happiness,https://doi.org/10.1016%2Fj.copsyc.2017.07.004,False
Culture,Aversion to happiness,https://pubmed.ncbi.nlm.nih.gov/28950957,False
Geography,Portal:Geography,https://upload.wikimedia.org/wikipedia/commons/1/15/Vatican_City_map_EN.png,False
Geography,Portal:Geography,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Cathedral_Peak_Granodiorite.svg/1000px-Map_of_Cathedral_Peak_Granodiorite.svg.png,False
Geography,Portal:Geography,https://commons.wikimedia.org/wiki/Special:Search/Category:Geography,False
Geography,Portal:Geography,https://en.wikibooks.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://wikidata.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wikinews.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wikiquote.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wikisource.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wikiversity.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wikivoyage.org/wiki/Special:Search/Geography,False
Geography,Portal:Geography,https://en.wiktionary.org/wiki/Special:Search/Geography,False
Geography,Geography,https://tandfonline.com/doi/full/10.1080/2373566X.2016.1272431,False
Geography,Geography,https://doi.org/10.1080%2F2373566X.2016.1272431,False
Geography,Geography,https://press.princeton.edu/books/hardcover/9780691142678/eratosthenes-geography,False
Geography,Geography,https://sciencedirect.com/science/article/abs/pii/B978008044910400002X,False
Geography,Geography,https://jstor.org/stable/215179,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1991GeoRv..81...99T,False
Geography,Geography,https://doi.org/10.2307%2F215179,False
Geography,Geography,https://doi.org/10.1080/00221346408985265,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1964JGeog..63..211P,False
Geography,Geography,https://doi.org/10.1080%2F00221346408985265,False
Geography,Geography,https://utpjournals.press/doi/full/10.3138/carto.48.3.1691,False
Geography,Geography,https://doi.org/10.3138%2Fcarto.48.3.1691,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:3269642,False
Geography,Geography,http://qualitative-research.net/index.php/fqs/article/view/72,False
Geography,Geography,https://merriam-webster.com/dictionary/areography,False
Geography,Geography,https://jstor.org/stable/983554,False
Geography,Geography,https://doi.org/10.1007%2F978-3-319-09641-4_7,False
Geography,Geography,http://webhost.bridgew.edu/jhayesboh/environmentalgeography.htm,False
Geography,Geography,https://web.archive.org/web/20061026054331/http://webhost.bridgew.edu/jhayesboh/environmentalgeography.htm,True
Geography,Geography,https://books.google.com/books?id=DLpzQgAACAAJ,False
Geography,Geography,https://web.archive.org/web/20161225074059/https://books.google.com/books/about/An_Introduction_to_Settlement_Geography.html?id=DLpzQgAACAAJ,True
Geography,Geography,https://us.sagepub.com/en-us/nam/key-concepts-in-geography/book230446,False
Geography,Geography,https://tandfonline.com/doi/abs/10.1080/00221349408979676,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1994JGeog..93....2N,False
Geography,Geography,https://doi.org/10.1080%2F00221349408979676,False
Geography,Geography,https://search.worldcat.org/issn/0022-1341,False
Geography,Geography,https://ossr.scholasticahq.com/api/v1/attachments/2781/download,False
Geography,Geography,http://nap.edu/openbook.php?record_id=4913&page=28,False
Geography,Geography,https://doi.org/10.17226%2F4913,False
Geography,Geography,https://web.archive.org/web/20140507035328/http://nap.edu/openbook.php?record_id=4913&page=28,True
Geography,Geography,https://sciencedirect.com/science/article/abs/pii/S0143622813001367,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2013AppGe..43...81C,False
Geography,Geography,https://doi.org/10.1016%2Fj.apgeog.2013.05.012,False
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.1991.tb01715.x,False
Geography,Geography,https://web.archive.org/web/20190308014451/http://pdfs.semanticscholar.org/eaa5/eefedd4fa34b7de7448c0c8e0822e9fdf956.pdf,True
Geography,Geography,https://doi.org/10.2307%2F143141,False
Geography,Geography,https://jstor.org/stable/143141,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:34085823,False
Geography,Geography,http://pdfs.semanticscholar.org/eaa5/eefedd4fa34b7de7448c0c8e0822e9fdf956.pdf,False
Geography,Geography,https://tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2004AAAG...94..304T,False
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.2004.09402009.x,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:33201684,False
Geography,Geography,https://web.archive.org/web/20220621022730/http://tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x,True
Geography,Geography,https://doi.org/10.2307%2F27757388,False
Geography,Geography,https://jstor.org/stable/27757388,False
Geography,Geography,https://doi.org/10.1002/9781118786352.wbieg0431,False
Geography,Geography,https://doi.org/10.1002%2F9781118786352.wbieg0431,False
Geography,Geography,https://utpjournals.press/doi/10.3138/U558-H737-6577-8U31,False
Geography,Geography,https://doi.org/10.3138%2FU558-H737-6577-8U31,False
Geography,Geography,https://jstor.org/stable/23756334,False
Geography,Geography,https://uk.sagepub.com/en-gb/eur/the-sage-handbook-of-qualitative-geography/book228796#preview,False
Geography,Geography,https://doi.org/10.1023%2FA:1014252827646,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:126943446,False
Geography,Geography,https://doi.org/10.1080%2F00167428.2021.1906670,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:233620037,False
Geography,Geography,http://tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2004AAAG...94..300G,False
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.2004.09402008.x,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:17912938,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1999IJGIS..13...85T,False
Geography,Geography,https://doi.org/10.1080%2F136588199241472,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2009LNCS.5756...88H,False
Geography,Geography,https://doi.org/10.1007%2F978-3-642-03832-7_6,False
Geography,Geography,https://arxiv.org/abs/2211.03178,False
Geography,Geography,https://doi.org/10.1016%2Fj.ecosta.2023.11.002,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:253384426,False
Geography,Geography,https://doi.org/10.3390%2Fijgi11080418,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2022IJGI...11..418Z,False
Geography,Geography,https://ncbi.nlm.nih.gov/pmc/articles/PMC9886992,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2023NatSR..13.1695Z,False
Geography,Geography,https://doi.org/10.1038%2Fs41598-023-29000-5,False
Geography,Geography,https://pubmed.ncbi.nlm.nih.gov/36717687,False
Geography,Geography,https://tandfonline.com/doi/abs/10.1080/00221347608980845,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1976JGeog..75..520R,False
Geography,Geography,https://doi.org/10.1080%2F00221347608980845,False
Geography,Geography,https://doi.org/10.1080/00221341.2014.918639,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2014JGeog.113..181M,False
Geography,Geography,https://doi.org/10.1080%2F00221341.2014.918639,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:143168559,False
Geography,Geography,https://eolss.net/sample-chapters/c01/E6-14.pdf,False
Geography,Geography,https://sc-media.org/articles/the-process-of-geomorphology-related-to-sub-branches-of-physical-geography-97375.html,False
Geography,Geography,https://eolss.net/sample-chapters/c01/e6-14-04.pdf,False
Geography,Geography,https://web.archive.org/web/20061006152742/http://aag.org/Careers/What_is_geog.html,True
Geography,Geography,http://aag.org/Careers/What_is_geog.html,False
Geography,Geography,https://technicalgeography.org/pdf/1_2016/01_haidu.pdf,False
Geography,Geography,https://doi.org/10.21163%2FGT_2016.111.01,False
Geography,Geography,https://web.archive.org/web/20220119112718/http://technicalgeography.org/pdf/1_2016/01_haidu.pdf,True
Geography,Geography,http://physicalgeography.net/fundamentals/1b.html,False
Geography,Geography,http://physicalgeography.net,False
Geography,Geography,https://books.google.com/books?id=uF3aJSC20yMC&q=physical+geography+system,False
Geography,Geography,https://doi.org/10.1038%2F063207a0,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1900Natur..63..207R,False
Geography,Geography,https://search.worldcat.org/issn/0028-0836,False
Geography,Geography,https://doi.org/10.1080%2F10095020.2020.1718000,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:214162170,False
Geography,Geography,https://doi.org/10.2307%2F2560899,False
Geography,Geography,https://jstor.org/stable/2560899,False
Geography,Geography,https://doi.org/10.3390%2Fland11101692,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2022Land...11.1692Z,False
Geography,Geography,https://ncbi.nlm.nih.gov/pmc/articles/PMC3757586,False
Geography,Geography,https://doi.org/10.4103%2F2229-3485.115389,False
Geography,Geography,https://pubmed.ncbi.nlm.nih.gov/24010063,False
Geography,Geography,https://doi.org/10.1111/0033-0124.00212,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2000ProfG..52..145S,False
Geography,Geography,https://doi.org/10.1111%2F0033-0124.00212,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:129100721,False
Geography,Geography,https://books.google.com/books?id=3cP-BAAAQBAJ&q=cynthia+brewer,False
Geography,Geography,https://jstor.org/stable/j.ctt1zxxzr2,False
Geography,Geography,https://doi.org/10.1145/3437000.3437001,False
Geography,Geography,https://doi.org/10.1145%2F3437000.3437001,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:234794773,False
Geography,Geography,https://doi.org/10.1080/2373566X.2015.1071674,False
Geography,Geography,https://doi.org/10.1080%2F2373566X.2015.1071674,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:219396902,False
Geography,Geography,https://taylorfrancis.com/books/edit/10.4324/9780429032202/geopoetics-practice-eric-magrane-linda-russo-sarah-de-leeuw-craig-santos-perez,False
Geography,Geography,https://doi.org/10.4324%2F9780429032202,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:203499214,False
Geography,Geography,https://doi.org/10.1177/1474474016684129,False
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2017CuGeo..24..487M,False
Geography,Geography,https://doi.org/10.1177%2F1474474016684129,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:149158790,False
Geography,Geography,https://journals.sagepub.com/doi/10.1177/2043820620908390,False
Geography,Geography,https://doi.org/10.1177%2F2043820620908390,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:213112503,False
Geography,Geography,https://doi.org/10.1177%2F2043820620986397,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162263,False
Geography,Geography,https://doi.org/10.1177%2F2043820620986398,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162320,False
Geography,Geography,https://journals.sagepub.com/doi/full/10.1177/2043820620986396,False
Geography,Geography,https://doi.org/10.1177%2F2043820620986396,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162312,False
Geography,Geography,https://doi.org/10.1177%2F2043820620986399,False
Geography,Geography,https://hdl.handle.net/20.500.11820%2Fb64b3dd4-c959-4a8e-877f-85d3058ce4b1,False
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162314,False
Geography,Geography,https://web.archive.org/web/20230430154555/https://alexsingleton.files.wordpress.com/2014/09/18-questionnaires-and-interviews.pdf,True
