category,article,citation_link
Culture,Culture,https://books.google.com/books?id=46OYHkjZR4AC&dq=%22super+culture%22+rave&pg=PA437
Culture,Culture,https://web.archive.org/web/20121020155343/http://comikazeexpo.com/wp-content/uploads/2012/09/Comikaze-Panel-Schedule-Saturday-9-1.15.121.pdf
Culture,Culture,http://comikazeexpo.com/wp-content/uploads/2012/09/Comikaze-Panel-Schedule-Saturday-9-1.15.121.pdf
Culture,Culture,https://doi.org/10.1002%2Fwcs.7
Culture,Culture,https://search.worldcat.org/oclc/911004797
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/26271239
Culture,Culture,https://search.worldcat.org/oclc/667213323
Culture,Culture,https://doi.org/10.1037%2F0033-2909.131.5.763
Culture,Culture,https://search.worldcat.org/issn/0033-2909
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/16187859
Culture,Culture,https://doi.org/10.1037%2F0012-1649.35.2.466
Culture,Culture,https://search.worldcat.org/issn/1939-0599
Culture,Culture,https://pubmed.ncbi.nlm.nih.gov/10082017
Culture,Culture,https://doi.org/10.1177%2F0022022196272003
Culture,Culture,https://api.semanticscholar.org/CorpusID:145134209
Culture,Culture,https://doi.org/10.1002%2F9780470996652.ch3
Culture,Culture,https://doi.org/10.1177%2F0022022101032004004
Culture,Culture,https://search.worldcat.org/issn/0022-0221
Culture,Culture,https://api.semanticscholar.org/CorpusID:40475406
Culture,Culture,https://drrobertepstein.com/pdf/Epstein-THE_MYTH_OF_THE_TEEN_BRAIN-Scientific_American_Mind-4-07.pdf
Culture,Culture,https://ui.adsabs.harvard.edu/abs/2007SciAm..17...68E
Culture,Culture,https://doi.org/10.1038%2Fscientificamerican0607-68sp
Culture,Culture,https://www.jstor.org/stable/24939607
Culture,Culture,https://theconversation.com/why-its-time-to-lay-the-stereotype-of-the-teen-brain-to-rest-85888
Culture,Culture,https://www.psychologytoday.com/articles/199501/the-invention-adolescence
Culture,Culture,https://eric.ed.gov/?id=EJ482132
Culture,Culture,https://doi.org/10.1177%2F0272431694014001002
Culture,Culture,https://api.semanticscholar.org/CorpusID:145165641
Culture,Culture,https://books.google.com/books?id=OENf1J45SS0C
Culture,Culture,https://doi.org/10.2307%2F349302
Culture,Culture,https://www.jstor.org/stable/349302
Culture,Culture,http://help.fortroubledteens.com/the-danger-of-treating-teens-like-children.html
Culture,Culture,https://www.scientificamerican.com/article/are-teens-who-behave-reck/
Culture,Culture,https://www.huffingtonpost.com/david-moshman/adolescents-and-their-tee_b_858360.html
Culture,Culture,http://portal.unesco.org/en/ev.php-URL_ID=15207&URL_DO=DO_TOPIC&URL_SECTION=201.html
Culture,Culture,https://web.archive.org/web/20210825150547/http://portal.unesco.org/en/ev.php-URL_ID=15207&URL_DO=DO_TOPIC&URL_SECTION=201.html
Culture,Culture,https://www.krone.at/1911689
Culture,Culture,https://web.archive.org/web/20200526200932/https://www.krone.at/1911689
Culture,Culture,https://doi.org/10.1177%2F146879702761936653
Culture,Culture,https://api.semanticscholar.org/CorpusID:55744323
Culture,Culture,https://doi.org/10.1177%2F1467358415610373
Culture,Culture,https://api.semanticscholar.org/CorpusID:157784805
Culture,Culture,https://www.wikidata.org/wiki/Q11042#identifiers
Culture,Culture,http://www.international-journal-of-axiology.net/
Culture,Culture,https://www.livescience.com/21478-what-is-culture-definition-of-culture.html
Culture,Culture,https://d-nb.info/gnd/4125698-0
Culture,Culture,https://id.loc.gov/authorities/sh85034755
Culture,Culture,https://catalogue.bnf.fr/ark:/12148/cb11931827z
Culture,Culture,https://data.bnf.fr/ark:/12148/cb11931827z
Culture,Culture,https://id.ndl.go.jp/auth/ndlna/00560998
Culture,Culture,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph122009&CON_LNG=ENG
Culture,Culture,https://datos.bne.es/resource/XX525150
Culture,Culture,https://kopkatalogs.lv/F?func=direct&local_base=lnc10&doc_number=000050516&P_CON_LNG=ENG
Culture,Culture,https://www.nli.org.il/en/authorities/987007535967705171
Culture,Culture,https://catalog.archives.gov/id/10640511
Culture,Culture,https://lux.collections.yale.edu/view/concept/f2aa1e23-0645-435d-bc7b-1d52a3b98554
Culture,Outline of culture,http://www.agenda21culture.net/sites/default/files/files/documents/en/zz_culture4pillarsd_eng.pdf
Culture,Outline of culture,https://web.archive.org/web/20171228112948/http://www.agenda21culture.net/sites/default/files/files/documents/en/zz_culture4pillarsd_eng.pdf
Culture,Outline of culture,http://www.merriam-webster.com/dictionary/gastronomy
Culture,Outline of culture,https://web.archive.org/web/20120127172514/http://www.merriam-webster.com/dictionary/gastronomy
Culture,Outline of culture,http://www.britannica.com/eb/article-9106005/wine
Culture,Outline of culture,https://web.archive.org/web/20080617101909/http://www.britannica.com/eb/article-9106005/wine
Culture,Outline of culture,http://www.britannica.com/eb/article-9110116/dance
Culture,Outline of culture,https://web.archive.org/web/20080727013318/http://www.britannica.com/eb/article-9110116/dance
Culture,Outline of culture,http://www.writing-world.com/sf/sf.shtml
Culture,Outline of culture,https://web.archive.org/web/20080526013038/http://www.writing-world.com/sf/sf.shtml
Culture,Outline of culture,https://web.archive.org/web/20100922120940/http://pub.unwto.org/WebRoot/Store/Shops/Infoshop/Products/1034/1034-1.pdf
Culture,Outline of culture,http://pub.unwto.org/WebRoot/Store/Shops/Infoshop/Products/1034/1034-1.pdf
Culture,Outline of culture,https://web.archive.org/web/20121120180003/http://www.univeur.org/CMS/UserFiles/65.%20Manila.PDF
Culture,Outline of culture,http://www.univeur.org/CMS/UserFiles/65.%20Manila.PDF
Culture,Outline of culture,https://www.britannica.com/topic/primitive-culture/Introduction
Culture,Outline of culture,https://www.jstor.org/stable/41035465
Culture,Outline of culture,https://search.worldcat.org/issn/0067-5830
Culture,Outline of culture,https://www.encyclopedia.com/social-sciences-and-law/sociology-and-social-reform/sociology-general-terms-and-concepts/youth-culture
Culture,Algorithmic culture,https://www.diggitmagazine.com/wiki/algorithmic-culture
Culture,Algorithmic culture,https://humanizeai.now
Culture,Algorithmic culture,https://jilltxt.net/category/ai-and-algorithmic-culture/
Culture,Algorithmic culture,https://jilltxt.net/generating-research-papers-reveals-our-cliches/
Culture,Algorithmic culture,https://www.google.com/search?as_eq=wikipedia&q=%22Algorithmic+culture%22
Culture,Algorithmic culture,https://www.google.com/search?tbm=nws&q=%22Algorithmic+culture%22+-wikipedia&tbs=ar:1
Culture,Algorithmic culture,https://www.google.com/search?&q=%22Algorithmic+culture%22&tbs=bkt:s&tbm=bks
Culture,Algorithmic culture,https://www.google.com/search?tbs=bks:1&q=%22Algorithmic+culture%22+-wikipedia
Culture,Algorithmic culture,https://scholar.google.com/scholar?q=%22Algorithmic+culture%22
Culture,Algorithmic culture,https://www.jstor.org/action/doBasicSearch?Query=%22Algorithmic+culture%22&acc=on&wc=on
Culture,Algorithmic culture,https://www.worldcat.org/title/1100454974
Culture,Algorithmic culture,https://www.worldcat.org/title/1316708299
Culture,Algorithmic culture,https://www.worldcat.org/title/1273726951
Culture,Algorithmic culture,https://archive.org/details/cultureinbitsmon0000hall
Culture,Algorithmic culture,http://www.wired.com/magazine/2010/02/ff_google_algorithm/
Culture,Artificiality,http://www.cc.gatech.edu/~turk/reaction_diffusion/reaction_diffusion.html
Culture,Artificiality,https://www.cs.cmu.edu/~aw/pdf/texture.pdf
Culture,Artificiality,https://doi.org/10.1145%2F122718.122750
Culture,Artificiality,https://api.semanticscholar.org/CorpusID:207162368
Culture,Aversion to happiness,https://link.springer.com/article/10.1007/s12144-024-06874-w
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs12144-024-06874-w
Culture,Aversion to happiness,https://search.worldcat.org/issn/1936-4733
Culture,Aversion to happiness,https://doi.org/10.1177%2F0022022113505357
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:73617183
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs10902-013-9489-9
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:144425713
Culture,Aversion to happiness,https://www.psypost.org/2022/12/people-with-unhappy-childhoods-are-more-likely-to-exhibit-a-fear-of-happiness-multi-national-study-finds-64533
Culture,Aversion to happiness,https://web.archive.org/web/20160313203657/http://digest.bps.org.uk/2014/07/its-time-for-western-psychology-to.html
Culture,Aversion to happiness,http://digest.bps.org.uk/2014/07/its-time-for-western-psychology-to.html
Culture,Aversion to happiness,http://www.livescience.com/44233-fear-of-happiness.html
Culture,Aversion to happiness,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.722.7369
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs10902-014-9553-0
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:58909959
Culture,Aversion to happiness,https://doi.org/10.1016%2Fj.paid.2017.11.016
Culture,Aversion to happiness,https://doi.org/10.1007/s11031-022-09954-1
Culture,Aversion to happiness,https://doi.org/10.1007%2Fs11031-022-09954-1
Culture,Aversion to happiness,https://search.worldcat.org/issn/1573-6644
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:249166650
Culture,Aversion to happiness,https://www.tandfonline.com/doi/full/10.1080/00050067.2024.2415068
Culture,Aversion to happiness,https://doi.org/10.1080%2F00050067.2024.2415068
Culture,Aversion to happiness,https://search.worldcat.org/issn/0005-0067
Culture,Aversion to happiness,https://econtent.hogrefe.com/doi/10.1027/1015-5759/a000834
Culture,Aversion to happiness,https://doi.org/10.1027%2F1015-5759%2Fa000834
Culture,Aversion to happiness,https://search.worldcat.org/issn/1015-5759
Culture,Aversion to happiness,https://www.springer.com/about+springer/media/springer+select?SGWID=0-11001-6-1457741-0
Culture,Aversion to happiness,http://www.psychologytoday.com/blog/fulfillment-any-age/201304/13-psychology-s-newest-and-coolest-ideas
Culture,Aversion to happiness,https://doi.org/10.1177%2F0146167206292749
Culture,Aversion to happiness,https://pubmed.ncbi.nlm.nih.gov/17178927
Culture,Aversion to happiness,https://api.semanticscholar.org/CorpusID:3163885
Culture,Aversion to happiness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659332
Culture,Aversion to happiness,https://doi.org/10.1016%2Fj.copsyc.2017.07.004
Culture,Aversion to happiness,https://pubmed.ncbi.nlm.nih.gov/28950957
Geography,Portal:Geography,https://upload.wikimedia.org/wikipedia/commons/1/15/Vatican_City_map_EN.png
Geography,Portal:Geography,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Cathedral_Peak_Granodiorite.svg/1000px-Map_of_Cathedral_Peak_Granodiorite.svg.png
Geography,Portal:Geography,https://commons.wikimedia.org/wiki/Special:Search/Category:Geography
Geography,Portal:Geography,https://en.wikibooks.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://www.wikidata.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wikinews.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wikiquote.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wikisource.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wikiversity.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wikivoyage.org/wiki/Special:Search/Geography
Geography,Portal:Geography,https://en.wiktionary.org/wiki/Special:Search/Geography
Geography,Geography,https://www.tandfonline.com/doi/full/10.1080/2373566X.2016.1272431
Geography,Geography,https://doi.org/10.1080%2F2373566X.2016.1272431
Geography,Geography,https://press.princeton.edu/books/hardcover/9780691142678/eratosthenes-geography
Geography,Geography,https://www.sciencedirect.com/science/article/abs/pii/B978008044910400002X
Geography,Geography,https://www.jstor.org/stable/215179
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1991GeoRv..81...99T
Geography,Geography,https://doi.org/10.2307%2F215179
Geography,Geography,https://doi.org/10.1080/00221346408985265
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1964JGeog..63..211P
Geography,Geography,https://doi.org/10.1080%2F00221346408985265
Geography,Geography,https://www.utpjournals.press/doi/full/10.3138/carto.48.3.1691
Geography,Geography,https://doi.org/10.3138%2Fcarto.48.3.1691
Geography,Geography,https://api.semanticscholar.org/CorpusID:3269642
Geography,Geography,http://www.qualitative-research.net/index.php/fqs/article/view/72
Geography,Geography,https://www.merriam-webster.com/dictionary/areography
Geography,Geography,https://www.jstor.org/stable/983554
Geography,Geography,https://doi.org/10.1007%2F978-3-319-09641-4_7
Geography,Geography,http://webhost.bridgew.edu/jhayesboh/environmentalgeography.htm
Geography,Geography,https://web.archive.org/web/20061026054331/http://webhost.bridgew.edu/jhayesboh/environmentalgeography.htm
Geography,Geography,https://books.google.com/books?id=DLpzQgAACAAJ
Geography,Geography,https://web.archive.org/web/20161225074059/https://books.google.com/books/about/An_Introduction_to_Settlement_Geography.html?id=DLpzQgAACAAJ
Geography,Geography,https://us.sagepub.com/en-us/nam/key-concepts-in-geography/book230446
Geography,Geography,https://www.tandfonline.com/doi/abs/10.1080/00221349408979676
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1994JGeog..93....2N
Geography,Geography,https://doi.org/10.1080%2F00221349408979676
Geography,Geography,https://search.worldcat.org/issn/0022-1341
Geography,Geography,https://ossr.scholasticahq.com/api/v1/attachments/2781/download
Geography,Geography,http://www.nap.edu/openbook.php?record_id=4913&page=28
Geography,Geography,https://doi.org/10.17226%2F4913
Geography,Geography,https://web.archive.org/web/20140507035328/http://www.nap.edu/openbook.php?record_id=4913&page=28
Geography,Geography,https://www.sciencedirect.com/science/article/abs/pii/S0143622813001367
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2013AppGe..43...81C
Geography,Geography,https://doi.org/10.1016%2Fj.apgeog.2013.05.012
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.1991.tb01715.x
Geography,Geography,https://web.archive.org/web/20190308014451/http://pdfs.semanticscholar.org/eaa5/eefedd4fa34b7de7448c0c8e0822e9fdf956.pdf
Geography,Geography,https://doi.org/10.2307%2F143141
Geography,Geography,https://www.jstor.org/stable/143141
Geography,Geography,https://api.semanticscholar.org/CorpusID:34085823
Geography,Geography,http://pdfs.semanticscholar.org/eaa5/eefedd4fa34b7de7448c0c8e0822e9fdf956.pdf
Geography,Geography,https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2004AAAG...94..304T
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.2004.09402009.x
Geography,Geography,https://api.semanticscholar.org/CorpusID:33201684
Geography,Geography,https://web.archive.org/web/20220621022730/http://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x
Geography,Geography,https://doi.org/10.2307%2F27757388
Geography,Geography,https://www.jstor.org/stable/27757388
Geography,Geography,https://doi.org/10.1002/9781118786352.wbieg0431
Geography,Geography,https://doi.org/10.1002%2F9781118786352.wbieg0431
Geography,Geography,https://utpjournals.press/doi/10.3138/U558-H737-6577-8U31
Geography,Geography,https://doi.org/10.3138%2FU558-H737-6577-8U31
Geography,Geography,https://www.jstor.org/stable/23756334
Geography,Geography,https://uk.sagepub.com/en-gb/eur/the-sage-handbook-of-qualitative-geography/book228796#preview
Geography,Geography,https://doi.org/10.1023%2FA:1014252827646
Geography,Geography,https://api.semanticscholar.org/CorpusID:126943446
Geography,Geography,https://doi.org/10.1080%2F00167428.2021.1906670
Geography,Geography,https://api.semanticscholar.org/CorpusID:233620037
Geography,Geography,http://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.2004.09402009.x
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2004AAAG...94..300G
Geography,Geography,https://doi.org/10.1111%2Fj.1467-8306.2004.09402008.x
Geography,Geography,https://api.semanticscholar.org/CorpusID:17912938
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1999IJGIS..13...85T
Geography,Geography,https://doi.org/10.1080%2F136588199241472
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2009LNCS.5756...88H
Geography,Geography,https://doi.org/10.1007%2F978-3-642-03832-7_6
Geography,Geography,https://arxiv.org/abs/2211.03178
Geography,Geography,https://doi.org/10.1016%2Fj.ecosta.2023.11.002
Geography,Geography,https://api.semanticscholar.org/CorpusID:253384426
Geography,Geography,https://doi.org/10.3390%2Fijgi11080418
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2022IJGI...11..418Z
Geography,Geography,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9886992
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2023NatSR..13.1695Z
Geography,Geography,https://doi.org/10.1038%2Fs41598-023-29000-5
Geography,Geography,https://pubmed.ncbi.nlm.nih.gov/36717687
Geography,Geography,https://www.tandfonline.com/doi/abs/10.1080/00221347608980845
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1976JGeog..75..520R
Geography,Geography,https://doi.org/10.1080%2F00221347608980845
Geography,Geography,https://doi.org/10.1080/00221341.2014.918639
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2014JGeog.113..181M
Geography,Geography,https://doi.org/10.1080%2F00221341.2014.918639
Geography,Geography,https://api.semanticscholar.org/CorpusID:143168559
Geography,Geography,https://www.eolss.net/sample-chapters/c01/E6-14.pdf
Geography,Geography,https://www.sc-media.org/articles/the-process-of-geomorphology-related-to-sub-branches-of-physical-geography-97375.html
Geography,Geography,https://www.eolss.net/sample-chapters/c01/e6-14-04.pdf
Geography,Geography,https://web.archive.org/web/20061006152742/http://www.aag.org/Careers/What_is_geog.html
Geography,Geography,http://www.aag.org/Careers/What_is_geog.html
Geography,Geography,https://technicalgeography.org/pdf/1_2016/01_haidu.pdf
Geography,Geography,https://doi.org/10.21163%2FGT_2016.111.01
Geography,Geography,https://web.archive.org/web/20220119112718/http://www.technicalgeography.org/pdf/1_2016/01_haidu.pdf
Geography,Geography,http://www.physicalgeography.net/fundamentals/1b.html
Geography,Geography,http://www.physicalgeography.net
Geography,Geography,https://books.google.com/books?id=uF3aJSC20yMC&q=physical+geography+system
Geography,Geography,https://doi.org/10.1038%2F063207a0
Geography,Geography,https://ui.adsabs.harvard.edu/abs/1900Natur..63..207R
Geography,Geography,https://search.worldcat.org/issn/0028-0836
Geography,Geography,https://doi.org/10.1080%2F10095020.2020.1718000
Geography,Geography,https://api.semanticscholar.org/CorpusID:214162170
Geography,Geography,https://doi.org/10.2307%2F2560899
Geography,Geography,https://www.jstor.org/stable/2560899
Geography,Geography,https://doi.org/10.3390%2Fland11101692
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2022Land...11.1692Z
Geography,Geography,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3757586
Geography,Geography,https://doi.org/10.4103%2F2229-3485.115389
Geography,Geography,https://pubmed.ncbi.nlm.nih.gov/24010063
Geography,Geography,https://doi.org/10.1111/0033-0124.00212
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2000ProfG..52..145S
Geography,Geography,https://doi.org/10.1111%2F0033-0124.00212
Geography,Geography,https://api.semanticscholar.org/CorpusID:129100721
Geography,Geography,https://books.google.com/books?id=3cP-BAAAQBAJ&q=cynthia+brewer
Geography,Geography,https://www.jstor.org/stable/j.ctt1zxxzr2
Geography,Geography,https://doi.org/10.1145/3437000.3437001
Geography,Geography,https://doi.org/10.1145%2F3437000.3437001
Geography,Geography,https://api.semanticscholar.org/CorpusID:234794773
Geography,Geography,https://doi.org/10.1080/2373566X.2015.1071674
Geography,Geography,https://doi.org/10.1080%2F2373566X.2015.1071674
Geography,Geography,https://api.semanticscholar.org/CorpusID:219396902
Geography,Geography,https://www.taylorfrancis.com/books/edit/10.4324/9780429032202/geopoetics-practice-eric-magrane-linda-russo-sarah-de-leeuw-craig-santos-perez
Geography,Geography,https://doi.org/10.4324%2F9780429032202
Geography,Geography,https://api.semanticscholar.org/CorpusID:203499214
Geography,Geography,https://doi.org/10.1177/1474474016684129
Geography,Geography,https://ui.adsabs.harvard.edu/abs/2017CuGeo..24..487M
Geography,Geography,https://doi.org/10.1177%2F1474474016684129
Geography,Geography,https://api.semanticscholar.org/CorpusID:149158790
Geography,Geography,https://journals.sagepub.com/doi/10.1177/2043820620908390
Geography,Geography,https://doi.org/10.1177%2F2043820620908390
Geography,Geography,https://api.semanticscholar.org/CorpusID:213112503
Geography,Geography,https://doi.org/10.1177%2F2043820620986397
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162263
Geography,Geography,https://doi.org/10.1177%2F2043820620986398
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162320
Geography,Geography,https://journals.sagepub.com/doi/full/10.1177/2043820620986396
Geography,Geography,https://doi.org/10.1177%2F2043820620986396
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162312
Geography,Geography,https://doi.org/10.1177%2F2043820620986399
Geography,Geography,https://hdl.handle.net/20.500.11820%2Fb64b3dd4-c959-4a8e-877f-85d3058ce4b1
Geography,Geography,https://api.semanticscholar.org/CorpusID:232162314
Geography,Geography,https://web.archive.org/web/20230430154555/https://alexsingleton.files.wordpress.com/2014/09/18-questionnaires-and-interviews.pdf
Geography,Geography,https://alexsingleton.files.wordpress.com/2014/09/18-questionnaires-and-interviews.pdf
Geography,Geography,https://web.archive.org/web/20230911211543/https://alexsingleton.files.wordpress.com/2014/09/39-survey-research-in-underdeveloped-countries.pdf
Geography,Geography,https://alexsingleton.files.wordpress.com/2014/09/39-survey-research-in-underdeveloped-countries.pdf
Geography,Geography,http://www.henry-davis.com/MAPS/Ancient%20Web%20Pages/103.html
Geography,Geography,https://web.archive.org/web/20161109193653/http://www.henry-davis.com/MAPS/Ancient%20Web%20Pages/103.html
Geography,Geography,https://doi.org/10.1080%2F03085699608592846
Geography,Geography,https://www.jstor.org/stable/1151277
Geography,Geography,https://books.google.com/books?id=_6qF4vjZvhYC
Geography,Geography,https://web.archive.org/web/20160424065455/https://books.google.com/books?id=_6qF4vjZvhYC
Geography,Geography,https://archive.org/details/concisehistoryof00tass
Geography,Geography,https://books.google.com/books?id=AvcGAAAAQAAJ
Geography,Geography,https://web.archive.org/web/20210416171118/https://books.google.com/books?id=AvcGAAAAQAAJ
